Round,Date,HomeTeam,AwayTeam,Team,Player,Position,Substitute,MinutesPlayed,Rating,MarketValueEUR,SalaryEUR,SalarySource
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Matheus Cunha,F,No,76.0,7.8,75000000.0,15960000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Vinícius Júnior,F,No,90.0,9.3,140000000.0,25000000.0,Reported
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Fabinho,M,Yes,25.0,6.9,12000000.0,4369000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Gabriel Martinelli,F,Yes,24.0,6.3,45000000.0,11122000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Neymar,F,Yes,14.0,6.3,8000000.0,3280000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Alex Sandro,D,Yes,8.0,6.6,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Endrick,F,Yes,8.0,6.7,40000000.0,10234000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Weverton,G,Yes,,,700000.0,586000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Ederson,G,Yes,,,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Bremer,D,Yes,,,35000000.0,9312000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Léo Pereira,D,Yes,,,12000000.0,4369000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Roger Ibañez,D,Yes,,,18000000.0,5819000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Éderson,M,Yes,,,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Danilo Santos,M,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Luiz Henrique,F,Yes,,,24000000.0,7131000.0,Estimated
Group Stage - Matchday 3,2026-06-24,Scotland,Brazil,Brazil,Igor Thiago,F,Yes,,,65000000.0,14425000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Matěj Kovář,G,No,90.0,6.2,8000000.0,3280000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Tomáš Holeš,D,No,64.0,6.5,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Robin Hranáč,D,No,90.0,5.9,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Ladislav Krejčí,D,No,90.0,6.1,22000000.0,6706000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Vladimír Coufal,M,No,90.0,6.6,2500000.0,1441000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Lukáš Červ,M,No,87.0,6.6,6000000.0,2676000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Michal Sadílek,M,No,90.0,6.6,8000000.0,3280000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,David Douděra,M,No,90.0,6.6,3500000.0,1828000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Pavel Šulc,F,No,90.0,6.4,20000000.0,6269000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Denis Višinský,F,No,56.0,6.7,3000000.0,1639000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Adam Hložek,F,No,64.0,6.9,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Lukáš Provod,M,Yes,34.0,6.4,8000000.0,3280000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Tomáš Souček,M,Yes,23.0,6.5,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Patrik Schick,F,Yes,26.0,6.5,18000000.0,5819000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Alexandr Sojka,M,Yes,10.0,6.5,2300000.0,1359000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Tomáš Chorý,F,Yes,10.0,6.5,2700000.0,1522000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Jindřich Staněk,G,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Lukáš Horníček,G,Yes,,,18000000.0,5819000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Štěpán Chaloupek,D,Yes,,,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,David Zima,D,Yes,,,7000000.0,2984000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Jaroslav Zelený,D,Yes,,,600000.0,525000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Hugo Sochurek,M,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Vladimír Darida,M,Yes,,,375000.0,377000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Jan Kuchta,F,Yes,,,2700000.0,1522000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Czechia,Mojmír Chytil,F,Yes,,,4000000.0,2009000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Raúl Rangel,G,No,78.0,7.0,6500000.0,2832000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Jorge Sánchez,D,No,90.0,7.3,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,César Montes,D,No,90.0,7.4,7500000.0,3134000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Israel Reyes,D,No,90.0,7.4,6500000.0,2832000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Mateo Chávez,D,No,78.0,8.1,4000000.0,2009000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Gilberto Mora,M,No,72.0,6.8,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Edson Álvarez,M,No,90.0,6.7,15000000.0,5115000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Luis Romo,M,No,63.0,6.6,3000000.0,1639000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Roberto Alvarado,F,No,90.0,7.1,7500000.0,3134000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Guillermo Martínez,F,No,63.0,6.0,1500000.0,1004000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Julián Quiñones,F,No,90.0,7.3,14000000.0,4872000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Obed Vargas,M,Yes,27.0,6.7,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Santiago Giménez,F,Yes,27.0,6.6,18000000.0,5819000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Álvaro Fidalgo,M,Yes,18.0,7.7,6000000.0,2676000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Guillermo Ochoa,G,Yes,12.0,6.5,250000.0,283000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Jesús Gallardo,D,Yes,12.0,6.7,2800000.0,1561000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Carlos Acevedo,G,Yes,,,2800000.0,1561000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Johan Vásquez,D,Yes,,,12000000.0,4369000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Erik Lira,M,Yes,,,12000000.0,4369000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Orbelín Pineda,M,Yes,,,7000000.0,2984000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Luis Chávez,M,Yes,,,6000000.0,2676000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Brian Gutiérrez,M,Yes,,,8000000.0,3280000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Alexis Vega,F,Yes,,,8000000.0,3280000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,César Huerta,M,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Raúl Jiménez,F,Yes,,,3000000.0,1639000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Czechia,Mexico,Mexico,Armando González,F,Yes,,,15000000.0,5115000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Ronwen Williams,G,No,90.0,7.9,800000.0,644000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Khuliso Mudau,D,No,90.0,7.1,1200000.0,858000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Ime Okon,D,No,90.0,6.9,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Mbekezeli Mbokazi,D,No,90.0,7.2,3500000.0,1828000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Aubrey Modiba,D,No,90.0,7.5,1800000.0,1142000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Thalente Mbatha,M,No,90.0,6.7,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Sphephelo Sithole,M,No,90.0,7.0,600000.0,525000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Thapelo Maseko,M,No,75.0,7.6,750000.0,615000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Relebohile Mofokeng,M,No,80.0,7.2,3000000.0,1639000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Oswin Appollis,M,No,62.0,6.9,2500000.0,1441000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Evidence Makgopa,F,No,90.0,6.9,1400000.0,956000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Tshepang Moremi,F,Yes,28.0,7.3,1400000.0,956000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Iqraam Rayners,F,Yes,15.0,6.7,2800000.0,1561000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Jayden Adams,M,Yes,10.0,6.5,1800000.0,1142000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Ricardo Goss,G,Yes,,,350000.0,359000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Sipho Chaine,G,Yes,,,1600000.0,1051000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Bradley Cross,D,Yes,,,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Khulumani Ndamane,D,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Nkosinathi Sibisi,D,Yes,,,1600000.0,1051000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Olwethu Makhanya,D,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Samukelo Kabini,D,Yes,,,2500000.0,1441000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Tholo Thabang Matuludi,D,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Kamogelo Sebelebele,M,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Africa,Lyle Foster,F,Yes,,,8000000.0,3280000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Kim Seung-gyu,G,No,90.0,6.5,500000.0,462000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Han-Beom Lee,D,No,90.0,6.8,3000000.0,1639000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Kim Min-jae,D,No,65.0,6.8,20000000.0,6269000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Gi-Hyuk Lee,D,No,90.0,7.6,800000.0,644000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Young-woo Seol,M,No,90.0,7.2,6500000.0,2832000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Seung Ho Paik,M,No,45.0,6.6,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Hwang In-beom,M,No,90.0,7.1,7000000.0,2984000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Lee Tae-seok,M,No,45.0,7.0,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Kang-in Lee,F,No,90.0,6.6,28000000.0,7953000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Hwang Hee-chan,F,No,45.0,6.5,6000000.0,2676000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Hyeon-gyu Oh,F,No,74.0,6.4,15000000.0,5115000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Jens Castrop,M,Yes,45.0,6.6,10000000.0,3840000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Jin-gyu Kim,M,Yes,45.0,7.0,1200000.0,858000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Son Heung-min,F,Yes,45.0,6.5,15000000.0,5115000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Jin-seob Park,M,Yes,25.0,6.9,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Gue-sung Cho,F,Yes,16.0,6.2,2500000.0,1441000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Hyeon-woo Jo,G,Yes,,,650000.0,556000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Song Bum-keun,G,Yes,,,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Kim Moon-hwan,D,Yes,,,750000.0,615000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Kim Tae-hyeon,D,Yes,,,1200000.0,858000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Wi-je Cho,D,Yes,,,550000.0,494000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Dong-gyeong Lee,M,Yes,,,1600000.0,1051000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Jae-sung Lee,M,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Ji-sung Eom,F,Yes,,,1800000.0,1142000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Jun-Ho Bae,M,Yes,,,4000000.0,2009000.0,Estimated
Group Stage - Matchday 3,2026-06-25,South Africa,South Korea,South Korea,Yang Hyun-Jun,F,Yes,,,5000000.0,2353000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Eloy Room,G,No,90.0,6.6,150000.0,242000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Joshua Brenet,D,No,89.0,6.2,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Jurien Gaari,D,No,77.0,5.9,350000.0,359000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Armando Obispo,D,No,90.0,6.3,4000000.0,2009000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Deveron Fonville,D,No,77.0,6.5,1500000.0,1004000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Sherel Constancio Floranus,D,No,90.0,7.0,800000.0,644000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Tahith Chong,M,No,90.0,6.5,3500000.0,1828000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Livano Comenencia,M,No,61.0,7.0,500000.0,462000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Leandro Bacuna,M,No,90.0,7.0,250000.0,283000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Juninho Bacuna,M,No,90.0,6.2,1700000.0,1097000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Jürgen Locadia,F,No,89.0,6.2,200000.0,242000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Jeremy Antonisse,F,Yes,29.0,6.9,800000.0,644000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Tyrese Noslin,M,Yes,13.0,6.8,750000.0,615000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Gervane Kastaneer,F,Yes,13.0,6.4,225000.0,263000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Shurandy Sambo,D,Yes,1.0,,1300000.0,908000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Brandley Kuwas,F,Yes,1.0,,250000.0,283000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Tyrick Bodak,G,Yes,,,25000.0,242000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Trevor Iriving Doornbusch,G,Yes,,,50000.0,242000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Roshon van Eijma,D,Yes,,,375000.0,377000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Riechedly Bazoer,D,Yes,,,1500000.0,1004000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Ar'Jany Martha,M,Yes,,,700000.0,586000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Godfried Roemeratoe,M,Yes,,,350000.0,359000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Kevin Felida,M,Yes,,,400000.0,394000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Kenji Gorré,F,Yes,,,600000.0,525000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Jearl Margaritha,F,Yes,,,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Curaçao,Sontje Hansen,F,Yes,,,3500000.0,1828000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Yahia Fofana,G,No,90.0,7.1,5000000.0,2353000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Guéla Doué,D,No,90.0,7.3,20000000.0,6269000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Odilon Kossounou,D,No,90.0,6.9,15000000.0,5115000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Ousmane Diomande,D,No,90.0,7.3,42000000.0,10593000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Christopher Operi,D,No,90.0,7.0,4000000.0,2009000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Ibrahim Sangaré,M,No,90.0,7.8,20000000.0,6269000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Franck Kessié,M,No,77.0,6.3,12000000.0,4369000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Amad Diallo,M,No,45.0,6.6,45000000.0,11122000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Nicolas Pépé,M,No,67.0,8.0,6000000.0,2676000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Yan Diomande,M,No,67.0,7.4,90000000.0,18156000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Ange-Yoan Bonny,F,No,67.0,6.7,35000000.0,9312000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Christ Inao Oulaï,M,Yes,45.0,7.0,23000000.0,6920000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Bazoumana Touré,F,Yes,23.0,6.6,40000000.0,10234000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Elye Wahi,F,Yes,23.0,6.1,18000000.0,5819000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Oumar Diakité,F,Yes,23.0,6.4,5000000.0,2353000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Jean Michaël Seri,M,Yes,13.0,6.8,100000.0,242000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Mohamed Koné,G,Yes,,,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Alban Lafont,G,Yes,,,3000000.0,1639000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Ghislain Konan,D,Yes,,,3000000.0,1639000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Emmanuel Agbadou,D,Yes,,,16000000.0,5354000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Evan Ndicka,D,Yes,,,35000000.0,9312000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Wilfried Singo,D,Yes,,,23000000.0,6920000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Seko Fofana,M,Yes,,,8000000.0,3280000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Parfait Guiagon,M,Yes,,,5000000.0,2353000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Simon Adingra,F,Yes,,,22000000.0,6706000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Curaçao,Côte d'Ivoire,Côte d'Ivoire,Evann Guessand,F,Yes,,,25000000.0,7340000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Hernán Galíndez,G,No,90.0,7.1,300000.0,322000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Alan Franco,D,No,64.0,6.6,4500000.0,2184000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Joel Ordóñez,D,No,90.0,7.3,33000000.0,8932000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Willian Pacho,D,No,90.0,6.6,80000000.0,16705000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Piero Hincapié,D,No,71.0,6.1,50000000.0,11982000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,John Yeboah,M,No,85.0,7.1,5500000.0,2517000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Moisés Caicedo,M,No,90.0,7.9,100000000.0,19560000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Pedro Vite,M,No,90.0,7.9,6000000.0,2676000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Nilson Angulo,M,No,85.0,7.9,17000000.0,5589000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Gonzalo Plata,F,No,90.0,6.6,9000000.0,3565000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Enner Valencia,F,No,64.0,6.6,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Ángelo Preciado,D,Yes,26.0,6.7,3500000.0,1828000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Kevin Rodriguez,F,Yes,26.0,7.4,6000000.0,2676000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Pervis Estupiñán,D,Yes,19.0,6.8,12000000.0,4369000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Félix Torres,D,Yes,13.0,6.7,1000000.0,754000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Jordy Caicedo,F,Yes,13.0,6.4,2000000.0,1231000.0,Estimated
Group Stage - Matchday 3,2026-06-25,Ecuador,Germany,Ecuador,Moisés Ramírez,G,Yes,,,800000.0,644000.0,Estimated
